user,tweet,date,likes,geo,coordinates,place,user_loc,query
Orakwuegodfrey1,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:50:01+00:00,0,,,,"Port Harcourt, Nigeria",bola tinubu
CalabarPrince,"RT @michael_belex: ""Go and take your APV APC and you must vote""

Today's banger 😂🤣😂

• Manifesto • Gistlover • Rufai • Asiwaju Bola Ahmed T…",2022-11-26 16:50:01+00:00,0,,,,LAG \ CAL \ SA,bola tinubu
So_Ran_Dum,RT @AbuAlechenu: WHY BOLA TINUBU will never be President of Nigeria!!! He underrates and denigrate his opponent as if he is 'God'!  Imagine…,2022-11-26 16:50:00+00:00,0,,,,Everywhere,bola tinubu
Bullionval1,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:49:59+00:00,0,,,,Earth,bola tinubu
DeeOneAyekooto,RT @mynewsxtra: Asari Dokubo: Atiku Abubakar no match for Bola Tinubu https://t.co/A9js08xzSx,2022-11-26 16:49:59+00:00,0,,,,Abuja,bola tinubu
SodipoAkeemAbio,"RT @BashirAhmaad: The arrival of our presidential candidate, Asiwaju Bola Tinubu at the Teslim Balogun Stadium for his Lagos presidential r…",2022-11-26 16:49:59+00:00,0,,,,,bola tinubu
mcfish10,RT @akinalabi: Bola Tinubu Asiwaju… Ekun omo Asabi 🐅 https://t.co/bw8zGVYe3j,2022-11-26 16:49:53+00:00,0,,,,lagos nigeria,bola tinubu
Quazim11,"RT @DeeOneAyekooto: ""Bola son of Tinubu, Lion the son of Asabi....."" https://t.co/2gII0AdRO3",2022-11-26 16:49:52+00:00,0,,,,Everywhere 🌏,bola tinubu
adesanyamonsur5,RT @TinubuMediaS: The Leadership of Tinubu/Shettima media support under the stewardship of Comrade Mahmud Muhammad welcomes Asiwaju Bola Ti…,2022-11-26 16:49:49+00:00,0,,,,,bola tinubu
Exitednpoweryou,RT @VictorIsrael_: Asiwaju bola Ahmed Tinubu drops another banger. Oga said we should go and collect our APV. When did INEC change PVC to A…,2022-11-26 16:49:48+00:00,0,,,,Nigeria,bola tinubu
pauloostead,RT @silverpenydr: Asiwaju Bola Ahmed Tinubu has a lot of cognitive impairment. The fact that it's so evident and people still campaigning f…,2022-11-26 16:49:46+00:00,0,,,,Earth,bola tinubu
MilkyMunir,"RT @DeeOneAyekooto: ""Bola son of Tinubu, Lion the son of Asabi....."" https://t.co/2gII0AdRO3",2022-11-26 16:49:46+00:00,0,,,,"Ilorin, 🇳🇬 Nigeria...... ",bola tinubu
Desmola,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:49:39+00:00,0,,,,Universal ,bola tinubu
osyboxd,@mrlurvy I hope you are with your AVC APC to vote for Bola Ahmed Tinubu 😁😁,2022-11-26 16:49:38+00:00,0,,,,,bola tinubu
enekpen4real,"RT @von_Bismack: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022.

This man need…",2022-11-26 16:49:34+00:00,0,,,,,bola tinubu
ozotony,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:49:30+00:00,0,,,,,bola tinubu
MyTotalGossips,"Lagos stood still today for the Presidential candidate of the APC, Bola Ahmed Tinubu! https://t.co/0h70CyMFtw",2022-11-26 16:49:29+00:00,0,,,,,bola tinubu
jredsaint,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:49:26+00:00,0,,,,"Lagos,Nigeria",bola tinubu
Josiahidam,"RT @edwardessien: You force people to close down their means of livelihood bcos you want to fill up a stadium in a show of arrogance

Come…",2022-11-26 16:49:26+00:00,0,,,,locate me if you can😊,bola tinubu
biffamna,"RT @JayJayMax8: Another banger, Tinubu said we should go and collect our APV. 

Abeg which one be APV again? Na PVC be APV? Hian! God abeg…",2022-11-26 16:49:25+00:00,0,,,,Nigeria,bola tinubu
TimothyAGUJ1,RT @VictorIsrael_: Asiwaju bola Ahmed Tinubu drops another banger. Oga said we should go and collect our APV. When did INEC change PVC to A…,2022-11-26 16:49:24+00:00,0,,,,,bola tinubu
IamLady_Luna,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:49:23+00:00,0,,,,,bola tinubu
monica_mati,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:49:23+00:00,0,,,,"Calgary, Canada",bola tinubu
odudu007,"RT @AkwariCharles: To even think Omojuwa ran away from bad leadership for a masters in UK, also went ahead and married a Canadian- Nigerian…",2022-11-26 16:49:21+00:00,0,,,,"Abuja, Nigeria.",bola tinubu
RichChuks2,"RT @von_Bismack: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022.

This man need…",2022-11-26 16:49:21+00:00,0,,,,,bola tinubu
Charles_Mecon,RT @Sports_Doctor2: Bola Tinubu is not yet the President of Nigeria and he’s forcing people to close their shops to go to Teslim Balogun St…,2022-11-26 16:49:20+00:00,0,,,,"Lagos, Nigeria",bola tinubu
OReckys_T,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:49:17+00:00,0,,,,port Harcourt,bola tinubu
bukaetie,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:49:07+00:00,0,,,,,bola tinubu
