user,tweet,date,likes,geo,coordinates,place,user_loc,query
ke_omokaro,"RT @poevangelists: IN ILESHA GETTING READY FOR THE OBI-DATTI RALLY IN EKITI, ONDO AND OSUN STATE.

PETER OBI LOKAN !

#PeterObi4President20…",2023-01-06 23:07:34+00:00,0,,,,,#Obidatti023
endsarsbot_,"RT @PBplusOilAndGas: Hahahahaha I don press e neck tire, the guy block me! Hahahhahaha, I go open another account take press your neck #Tab…",2023-01-06 22:45:20+00:00,0,,,,World,#Obidatti023
PBplusOilAndGas,"Hahahahaha I don press e neck tire, the guy block me! Hahahhahaha, I go open another account take press your neck #TableShaker #RenosNuggets #ObiDatti2023 #ObiDattiInEkiti #Obidatti023 #TinubuShettima2023 #Brymo #AfeBabalola #EndSARS #manueve https://t.co/hbunHVHZsW",2023-01-06 22:45:14+00:00,0,,,,Nigeria,#Obidatti023
AndrewTope8364,RT @PeterObiUSA: Ekiti is #Obidient ✊🏾❤️🇳🇬 #ObiDattiInEkiti #PeterObi4President2023 #ObidientMovement #Obidatti023 https://t.co/gKBc8hOQW4,2023-01-06 22:36:37+00:00,0,,,,"Ondo, Nigeria",#Obidatti023
ikuye0,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 22:33:23+00:00,0,,,,,#Obidatti023
iyke_alvin,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 22:17:37+00:00,0,,,,,#Obidatti023
ekaamma,"@BrymOlawale Have You picked your PVC 🤗
#Obidatti023 https://t.co/A0vD2Jq2R6",2023-01-06 22:16:39+00:00,6,,,,,#Obidatti023
SymposiumGrand,"RT @7Haranmik: On February 25th, 2023. My entire friends and I will Vote His Excellency Peter Obi ✅ and the Governor of my beloved state, H…",2023-01-06 22:14:54+00:00,0,,,,"Ibadan, Nigeria",#Obidatti023
Skymelvinjames,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 22:14:42+00:00,0,,,,"Wielkopolskie, Polska",#Obidatti023
aphesthurs,"The truth of the matter is that many of us (Youth) are in grave danger if one of the presidential aspirant wins this upcoming election, and the truth is no one will be left out, it better we are united to do what will favour us......
 #ObiDatti2023 #ObiDattiInEkiti #Obidatti023",2023-01-06 22:09:36+00:00,1,,,,ibadan,#Obidatti023
Parociapropert2,RT @PeterObiUSA: #PeterObiForPresident2023 #PeterObiinEkiti #ObiDattiInEkiti #Obidatti023 #PeterObiOrNothing #GoGetYourPVC  https://t.co/hB…,2023-01-06 21:59:30+00:00,0,,,,"Lagos, Nigeria",#Obidatti023
obo_obilo,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 21:59:11+00:00,0,,,,"New York, England",#Obidatti023
sheikhebuka,"@instablog9ja Baba 200k for hukup taaaa
   Beta go marry pay 100k as advance if #Obidatti023 win, I will complete the balance 🙄🤷‍♂️✌️",2023-01-06 21:35:03+00:00,0,,,,,#Obidatti023
YOUNGOBI1,RT @Okeyego2: @vanguardngrnews New Nigeria is loading #ObiDatti023 5G to #LPNIG https://t.co/2limu2LIVO,2023-01-06 21:30:42+00:00,0,,,,Nigeria,#Obidatti023
IHAjet,@e_somebuka @PeterObi Grandmother desires an excellent future for her entire generation. May God bless all of you and grant us #Obidatti023,2023-01-06 21:28:37+00:00,2,,,,Mutare Zimbabwe,#Obidatti023
Olanrew98477424,#Obidatti023 #PeterObi4President2023 https://t.co/7Vn1CAQ12H,2023-01-06 21:09:24+00:00,51,,,,Lagos,#Obidatti023
ChibuezeOdume,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 21:06:13+00:00,0,,,,,#Obidatti023
Iykeferrari,RT @DebbySimon69: @Naija_Activist @PeterObi Peter Obi or nothing #Obidatti023 #ObiDattiInEkiti https://t.co/5nuK9CxA0L,2023-01-06 21:03:23+00:00,0,,,,Port harcourt 🇳🇬,#Obidatti023
CharlesOlisakwe,"RT @Balatic: Peter Obi’s candidacy might just be God testing you. You’re asking Him for the best for yourself and your loved ones, right? T…",2023-01-06 20:45:38+00:00,0,,,,,#Obidatti023
OkerekeMichael8,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 20:20:08+00:00,0,,,,,#Obidatti023
nikkyross32,RT @PeterObiUSA: Ekiti Choke 🔥🔥🔥 Who Dey breathe ??? #ObiDattiInEkiti #Obidatti023 #PeterObiinEkiti #PeterObiForPresident2023 https://t.co/…,2023-01-06 19:43:15+00:00,0,,,,"Lagos, Nigeria",#Obidatti023
