user,tweet,date,likes,geo,coordinates,place,user_loc,query
flourishjem,RT @jgoldmonye: Handing over Nigeria to Atiku or Tinubu is like handing over an Antelope to a hungry lion. Handing Nigeria over to Peter Ob…,2023-01-06 23:59:59+00:00,0,,,,Nigeria,Peter obi
ke_omokaro,RT @ObiDientTvHQ: Peter Obi is appealing to you to go and collect your PVC. It is your civic power to vote and decide who your next preside…,2023-01-06 23:59:57+00:00,0,,,,,Peter obi
NtonySt22,RT @firstladyship: Peter Obi is now the commander in chief of the Nigerian Armed Forces? He is now the chief security officer of the South…,2023-01-06 23:59:56+00:00,0,,,,,Peter obi
ke_omokaro,RT @JaypeeGeneral: Grassroot Evangelism for Peter Obi in Bauchi State. I am happy to see patriotic Nigerians going above and beyond to camp…,2023-01-06 23:59:51+00:00,0,,,,,Peter obi
Jeff__Banky,RT @Topboychriss: Information reaching me now is that Ifeanyi Judas Okowa is denying Peter Obi access to government facilities to campaign…,2023-01-06 23:59:47+00:00,0,,,,,Peter obi
anodavitamin,@SaharaReporters Thank God for bringing Peter Obi oo just imagine us choosing between these two evil on us God abeg oo,2023-01-06 23:59:46+00:00,89,,,,"Federal Capital Territory, Nig",Peter obi
Emmalex_8,RT @waleone: I am not Igbo. I am a full-blooded yoryba man with a PVC that will be deployed effectively to vote for Peter Obi on 25:02:2023…,2023-01-06 23:59:43+00:00,0,,,,,Peter obi
tony2charles,"RT @omoelerinjare: ""When we came on board, no library, no sick bay, and no laboratory; we have spent 10 billion naira for education turnaro…",2023-01-06 23:59:41+00:00,0,,,,,Peter obi
micky_igwe,"RT @firstladyship: “Vote for me not because I am Igbo from the South East, but because I am the most qualified candidate for the job.”

— P…",2023-01-06 23:59:41+00:00,0,,,,"Lagos, Nigeria",Peter obi
MaziBelieve,"RT @PO_GrassRootM: Dear Governor Gov Okowa, denying Labour Party the use of public facilities in your State will not change the fact that y…",2023-01-06 23:59:41+00:00,0,,,,Unknown,Peter obi
da_apostle,"RT @omoelerinjare: ""Since I Left Anambra State As Governor 9 Years Ago, Either Directly Or Indirectly Anambra State Has Not Paid Me #1 As P…",2023-01-06 23:59:41+00:00,0,,,,,Peter obi
flourishjem,RT @Ucheorji13: There is nothing left to share. Nigeria is down on her knees. FG debts is 77 trillion.  Sub-nationals is 5.8 trillion. Nige…,2023-01-06 23:59:38+00:00,0,,,,Nigeria,Peter obi
meminalapingin,"RT @T_akinpade: During Jonathan's time, insecurity in the North was Jonathan's fault because he's the commander in chief.
In Buhari's time,…",2023-01-06 23:59:35+00:00,0,,,,,Peter obi
AsodanAsoso,"RT @JasperIzuchukwu: @ruffydfire APC no get shame 😜 Festus Keyamo will know what he did to himself when day breaks. 

@fkeyamo, said ""Peter…",2023-01-06 23:59:33+00:00,0,,,,"Nasarawa, Nigeria",Peter obi
engrmochi,"RT @mindset_tweet: I have just watched a video of the LP Presidential candidate Mr. Peter Obi, encouraging Nigerians to go and collect thei…",2023-01-06 23:59:31+00:00,0,,,,"Abuja, Nigeria",Peter obi
sire_frank,"RT @JaypeeGeneral: Peter Obi Appeals to Nigerians to Collect Their PVCs. Obidients, please go and collect your PVCs. Our principal needs ou…",2023-01-06 23:59:24+00:00,0,,,,"Abuja, Nigeria",Peter obi
drexofabuja,"RT @horpeyemih_: Must @abati1990 use all his mouth to say it? 😌😌😌 At least, speak in parables na..😅😂😅 Tinubu now speaks in tongues ke? @fke…",2023-01-06 23:59:24+00:00,0,,,,planet earth 🌎,Peter obi
NobleOfohaorji,"RT @firstladyship: “Vote for me not because I am Igbo from the South East, but because I am the most qualified candidate for the job.”

— P…",2023-01-06 23:59:24+00:00,0,,,,Nigeria,Peter obi
poshbab,RT @Topboychriss: Information reaching me now is that Ifeanyi Judas Okowa is denying Peter Obi access to government facilities to campaign…,2023-01-06 23:59:22+00:00,0,,,,"Arkansas, USA",Peter obi
i_am_onto_u,"RT @ifeanyiakorjuru: BREAKING 💯 
Vote Labor Party 💯 
Vote Peter Obi 💯 https://t.co/5tDGN0t5TR",2023-01-06 23:59:20+00:00,0,,,,Abuja,Peter obi
