user,tweet,date,likes,geo,coordinates,place,user_loc,query
Damilare1213,RT @presidope: Governance is about creating impact through development. Imagine how many more people like Stephen Akintayo have been impact…,2022-10-13 16:46:29+00:00,0,,,,,#BAT2023
donpanacio,Follow man wey know road!!! #BAT2023 #2023Election https://t.co/bPO5ln67rb,2022-10-13 16:41:47+00:00,0,,,,,#BAT2023
Iammurphyleo,"RT @AmbProgressive: APC presidential candidate, @officialABAT  and his running mate, @KashimSM during a crucial meeting with members of the…",2022-10-13 16:39:58+00:00,0,,,,lagos,#BAT2023
Tundebally,"Osogbo for @officialABAT 
#BAT2023 #TINUBU2023 https://t.co/8ybfHHFg1r",2022-10-13 16:38:16+00:00,0,,,,"Lagos, Nigeria",#BAT2023
LateefOlatokun1,"RT @Mr_JAGs: TODAY: APC presidential candidate, Bola Ahmed Tinubu @officialABAT and his running mate, Senator Kashim Shettima @KashimSM dur…",2022-10-13 16:37:22+00:00,0,,,,,#BAT2023
Iammurphyleo,"RT @johnnysleek: FLASH 

Oyo State Testing The Mic For Asiwaju Tinubu...

Jungle is maturing..#BAT2023 #BATKASH https://t.co/VgyngAIgHY",2022-10-13 16:35:01+00:00,0,,,,lagos,#BAT2023
TheTegbe,"RT @duchessmabboud: Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:33:57+00:00,0,,,,All over.....,#BAT2023
EMMY_OLAWALE,"RT @mrlurvy: The Oyo Guber Campaign has opened. I will be campaigning for my candidate, Sen. Teslim Folarin. We are sweeping it clean
#BAT2…",2022-10-13 16:29:59+00:00,0,,,,Lagos state.....,#BAT2023
SQamshi,"RT @AmbProgressive: APC presidential candidate, @officialABAT  and his running mate, @KashimSM during a crucial meeting with members of the…",2022-10-13 16:26:15+00:00,0,,,,"Bauchi, Nigeria",#BAT2023
chudimodozie,"5 BED FULLY DETACHED DUPLEX WITH SWIMMING POOL
Gated Estate
24 Hours Security 
 Swimming Pool
 Ante Room
Luxury Fitted Kitchen
Modern Appurtenances 
Ample Car Park
Boy’s Quarters 
@📍Lekki County, LEKKI
*PRICE:* 250m.  #PeterObi4President2023 #Obidatti023 #BAT2023 https://t.co/kz3b3gLiz4",2022-10-13 16:20:55+00:00,0,,,,,#BAT2023
jas_spotless,"@DeeOneAyekooto God forbid a situation where Nigeria is  being governed by these lilliputians including Pita Obi, Datti, Okupe, Nnamdi Kanu &amp; his IPOB teams. We’re talking about a whole NIGERIA not some Pita Obi’s newly opened shops. It doesn’t make send &amp; it won’t make sense to me.#BAT2023 ♾",2022-10-13 16:19:08+00:00,0,,,,United States,#BAT2023
Highvoltagep08,"RT @duchessmabboud: Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:18:31+00:00,0,,,,,#BAT2023
odia_nelson,"RT @EmmanuelObilor6: I strongly support Seun of Channels TV and Rufai of Arise TV to moderate the presidential debates this years. 
It woul…",2022-10-13 16:14:35+00:00,0,,,,Palermo 🇮🇹 ,#BAT2023
O_tunjix,"RT @duchessmabboud: Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:14:32+00:00,0,,,,"Ibadan,Lagos Nigeria",#BAT2023
Sobalojuayonit4,"RT @duchessmabboud: Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:12:39+00:00,0,,,,"Lagos, Nigeria",#BAT2023
DannySmloloi,"RT @duchessmabboud: Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:11:30+00:00,0,,,,,#BAT2023
duchessmabboud,"Thank you, Osun! We got your message loud and clear!

#BAT2023 #BATKSM2023 https://t.co/E2AAbi3Ast",2022-10-13 16:10:38+00:00,15,,,,Lagos/Ibadan. ,#BAT2023
NaSarauniya,"RT @UT_Incredible: This is Hafsat Abiola - Costello, a well trained woman. Teni should’ve ignored the ceremony. Wole Soyinka did that to GE…",2022-10-13 16:10:17+00:00,0,,,,Nigeria,#BAT2023
kelisofgod,"RT @EmmanuelObilor6: I strongly support Seun of Channels TV and Rufai of Arise TV to moderate the presidential debates this years. 
It woul…",2022-10-13 15:58:31+00:00,0,,,,Abuja Nigeria,#BAT2023
Eruja1,RT @Bimbo_of_abuja: Politics is local #asiwaju #BAT2023 https://t.co/anaTFmDT9E,2022-10-13 15:48:00+00:00,0,,,,Nigeria,#BAT2023
obolo_igbayemi,"RT @obolo_igbayemi: #OBIDIENTS! The entire world is aware of our struggles for NEW NIGERIA.Dnt relent, keep pushing until we achieve our dr…",2022-10-13 15:44:57+00:00,0,,,,Lagos,#BAT2023
bobbynaira,"RT @AynLade: PCC spokesman, @fkeyamo SAN speaking with the press shortly after the meeting of PCC, NWC and PGF yesterday in Abuja. Top of t…",2022-10-13 15:43:35+00:00,0,,,,Lagos,#BAT2023
BalasonSamuuel,"RT @tosino52: Osun Youth Walk for Tinubu!

Asiwaju Bola Ahmed Tinubu l'okan.
#BAT2023 #TinubuShettima2023 https://t.co/I7BSRmUzuw",2022-10-13 15:42:00+00:00,0,,,,,#BAT2023
Bankyshugarr,"RT @mrlurvy: The Oyo Guber Campaign has opened. I will be campaigning for my candidate, Sen. Teslim Folarin. We are sweeping it clean
#BAT2…",2022-10-13 15:29:27+00:00,0,,,,Everywhere,#BAT2023
Habeeb697,RT @mrlurvy: Asiwaju Bola Ahmed Tinubu commissioning Monitoring Vehicles Mobile Court and other Equipment | 14th March 2006 | Asiwaju For N…,2022-10-13 15:29:23+00:00,0,,,,,#BAT2023
Verified_Prince,RT @princesopitan1: Agbaletu 👍Governing Nigeria is never a tea party and a proven mentally cogent person could only be charged with the hug…,2022-10-13 15:29:22+00:00,0,,,,"Lagos, Nigeria",#BAT2023
Lord_LeoB,"RT @EmmanuelObilor6: I strongly support Seun of Channels TV and Rufai of Arise TV to moderate the presidential debates this years. 
It woul…",2022-10-13 15:24:17+00:00,0,,,,Here,#BAT2023
oriadetu876,"RT @sulayamusa: @HodonuJobex
@EmmyCoo52323626
@KashimSM
@jidesanwoolu

We're going to be live on Asiwaju Radio via their handle @Asiwaju_Ra…",2022-10-13 15:23:51+00:00,0,,,,Jupiter ,#BAT2023
tosyne_231,"RT @ekitisouth: Asiwaju as a strategic thinker and doer will bring a new Vista into governance in Nigeria. ~ @RotimiAkeredolu
#ABATspaces
#…",2022-10-13 15:23:22+00:00,0,,,,W.Africa,#BAT2023
EricakuEric,"RT @Mr_JAGs: TODAY: APC presidential candidate, Bola Ahmed Tinubu @officialABAT and his running mate, Senator Kashim Shettima @KashimSM dur…",2022-10-13 15:22:53+00:00,0,,,,,#BAT2023
IruojeElvis2,"RT @theoloriherself: Throwback Thursday:14 March 2006.

 Asiwaju Bola Ahmed Tinubu @officialABAT commissioning Monitoring Vehicles Mobile C…",2022-10-13 15:19:43+00:00,0,,,,,#BAT2023
dennyphemmy,RT @mrlurvy: Asiwaju Bola Ahmed Tinubu commissioning Monitoring Vehicles Mobile Court and other Equipment | 14th March 2006 | Asiwaju For N…,2022-10-13 15:19:18+00:00,0,,,,"London, England",#BAT2023
OfficialLevi_O,"RT @EmmanuelObilor6: I strongly support Seun of Channels TV and Rufai of Arise TV to moderate the presidential debates this years. 
It woul…",2022-10-13 15:18:20+00:00,0,,,,"Lagos, Nigeria",#BAT2023
Christ_kay4life,"RT @Mr_JAGs: Rehabilitation of Otubo Street and Canal Ojo (31st May 2005)

Micro Water Scheme Onikan Lagos (7th June 2005) and many more.…",2022-10-13 15:15:41+00:00,0,,,,"Lagos, Nigeria",#BAT2023
