user,tweet,date,likes,geo,coordinates,place,user_loc,query
ShadowInDeDark,RT @VictorIsrael_: Peter Obi is contesting for the position of the president of Nigeria &amp; not the position of God Almighty. Buhari ghosted…,2022-10-15 14:01:29+00:00,0,,,,Top secret,Peter obi
obi_2ndson,RT @firstladyship: Buhari &amp; the APC will handover a Nigeria in Total Mess. Don’t think for once that the job is going to be easy. Peter Obi…,2022-10-15 14:01:29+00:00,0,,,,,Peter obi
quindalin4u,"RT @urchilla01: Listen guys, at no point in Peter Obi's career, has he contested an elective position just because he aspired to it.

He ha…",2022-10-15 14:01:29+00:00,0,,,,,Peter obi
2babaidibia76,RT @firstladyship: Buhari &amp; the APC will handover a Nigeria in Total Mess. Don’t think for once that the job is going to be easy. Peter Obi…,2022-10-15 14:01:28+00:00,0,,,,"Washington, DC",Peter obi
ekwunife_dan,"RT @OdusolaOlawale: 1,234 people were selected across Nigeria into Peter Obi campaign team and I am number 638 on the list.

Proudly OBIdie…",2022-10-15 14:01:28+00:00,0,,,,"CT, USA",Peter obi
Siege_0,"@YarKafanchan @tony_Etimimoh Rinu asked a question on police brutality, claiming she’s not satisfied with PO’s previous answers and our very own AISHA came on that tweet and said “Peter Obi MUST answer this question! No bits and ifs!” Our own Party Council member 😭😭😭",2022-10-15 14:01:28+00:00,0,,,,Lagos.... PH.... Nigeria ,Peter obi
MaryannUchechu1,@blossommartins Dear peter Obi after you become president of Nigeria next year will you continue to wear your black kaftan or will you change to white one... Nigerians need answers for accountability?,2022-10-15 14:01:28+00:00,0,,,,,Peter obi
Soke_Ikay,"RT @urchilla01: Listen guys, at no point in Peter Obi's career, has he contested an elective position just because he aspired to it.

He ha…",2022-10-15 14:01:28+00:00,0,,,,"Aniocha, Delta ",Peter obi
Mekazynnaemeka2,"RT @ronaldnzimora: There is no aspect of the polity that Peter Obi has not addressed, not one.

You could easily search his handle + the ke…",2022-10-15 14:01:27+00:00,0,,,,,Peter obi
kesiena_lilian,"RT @MasterPackerPut: If I were Peter Obi, I will just step down and announce I’m no longer interested in running for the presidency. You wi…",2022-10-15 14:01:27+00:00,0,,,,"Warri, Nigeria",Peter obi
Okeyamity,"RT @ObinnaIyiegbu: Peter Obi supporters, let's remind Twitter that we are still active, once you see this tweet, retweet and drop an emoji.",2022-10-15 14:01:26+00:00,0,,,,"Port Harcourt, Nigeria",Peter obi
cbngov_akin1,"@AishaYesufu @PeterObi In case you don’t no. 

This is the true story of how Peter Obi men started SARS

https://t.co/QmARedcgsA",2022-10-15 14:01:26+00:00,0,,,,"Lagos,Abuja..  ok am @yah back",Peter obi
dstephano1,"RT @firstladyship: I won’t support Peter Obi, if I sensed he is one of them. Nigeria is not an ideal place, everything is opposite. He may…",2022-10-15 14:01:26+00:00,0,,,,"Berlin, Germany",Peter obi
Glykeviz,RT @iamdakejr: Rinu is right. Peter Obi should have called her privately and discuss his security plans for the nation before tweeting abou…,2022-10-15 14:01:26+00:00,0,,,,"go straight, turn right. There",Peter obi
webmatnig,"RT @masurge7: If I were His Excellency, Mr Peter Obi I will delay the release of my Manifestos till December.

Let this confused FG and APC…",2022-10-15 14:01:26+00:00,0,,,,earth ,Peter obi
coco_prosify,"The ability to own up is maturity 

Peter Obi
Atiku 
Tinubu https://t.co/Xj280gnLOv",2022-10-15 14:01:25+00:00,0,,,,"Victoria Island, Nigeria",Peter obi
emma_striker,RT @Buchyogba: @channelstv Yes. FG cannot investigate FG. Voting out APC and installing Peter Obi will end all these shenanigans.,2022-10-15 14:01:25+00:00,0,,,,lagos,Peter obi
curiostom,RT @MissPearls: Does anyone have videos of where H.E Mr Peter Obi was speaking about police brutality and/or reforms? Kindly drop them here…,2022-10-15 14:01:25+00:00,0,,,,"Abuja, Nigeria",Peter obi
Adegoke35740893,RT @opebanwo: PETER OBI VS TINUBU - A Tale Of 2 Governors - No matter how they try to sell the narrative that Tinubu outperformed @PeterObi…,2022-10-15 14:01:25+00:00,0,,,,,Peter obi
Official_H2D,RT @MissPearls: Does anyone have videos of where H.E Mr Peter Obi was speaking about police brutality and/or reforms? Kindly drop them here…,2022-10-15 14:01:25+00:00,0,,,,Nigeria,Peter obi
ChibuzoEzendu,"RT @firstladyship: My People, I see there’s been some violence on the TL. No matter what we do, do not forget WHY we fight &amp; WHAT we fight…",2022-10-15 14:01:24+00:00,0,,,,,Peter obi
tieteeee,"RT @Odogwu_Nomso: @urchilla01 I detest All NG Politicians with passion but I will go to War for Peter Obi, I don't expect him to be Jesus C…",2022-10-15 14:01:24+00:00,0,,,,,Peter obi
JpJunior9065,"RT @urchilla01: Listen guys, at no point in Peter Obi's career, has he contested an elective position just because he aspired to it.

He ha…",2022-10-15 14:01:24+00:00,0,,,,,Peter obi
funwithchimer,"RT @IkukuomaC: - Peter Obi was the first presidential candidate to talk about Oil theft going on in South South 
- Peter Obi have stated ho…",2022-10-15 14:01:24+00:00,0,,,,Global,Peter obi
OGrande81485278,RT @Mrczarr: Funny how Peter Obi's campaign council list made APC &amp; PDP miscreants admit that a massacre happened at the toll gate,2022-10-15 14:01:23+00:00,0,,,,"Capital F, British Columbia",Peter obi
ifeanyi85061993,"RT @Dawa911: Peter Obi Borehole Maintenance Team has begun another repair on an abandoned borehole located at Billiri, Gombe. Musa is urgin…",2022-10-15 14:01:23+00:00,0,,,,,Peter obi
ChrisOjimaojo,"RT @urchilla01: Peter Obi belongs to a group of people called ""reluctant leaders"".

These are people who absolutely possess all the skills…",2022-10-15 14:01:23+00:00,0,,,,Behind You,Peter obi
